data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage,cbmaker,combos,sfiha,kit1,kit2,snack,pastas,dishes,promotion,savory,salads,range,dessert1,desserte,pizzas1,pizzase,beverage1,beveragee,cbmaker1,cbmakere,combos1,combose,sfiha1,sfihae,kit11,kit1e,kit21,kit2e,snack1,snacke,pastas1,pastase,dishes1,dishese,promotion1,promotione,savory1,savorye,salads1,saladse
"14/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,66624.00,0.00,26.20,19.60,21.92,74.25,5.10,"SAT",3,2,4029.00,3682.00,2891.00,56.00,5592.00,31948.00,48.00,12.00,1882.00,654.00,813.00,0.00,14981.00,36.00,"Range-28",4349,-0.0794,888,0.7588,2616,0.0951,18,0.0000,5701,0.0000,29298,0.08,50,0.0000,8,0.0000,1616,0.1413,538,0.1774,589,0.2755,3188,0.0000,12925,0.1372,35,0.0278
"20/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64836.00,0.00,25.80,14.20,19.54,58.50,8.20,"FRI",3,2,4157.00,3807.00,2834.00,26.00,4721.00,31901.00,39.00,7.00,1878.00,546.00,617.00,0.00,14252.00,51.00,"Range-29",4349,-0.0462,888,0.7667,2616,0.0769,18,0.0000,5701,0.0000,18090,0.43,50,0.0000,8,0.0000,1616,0.1395,538,0.0147,589,0.0454,3188,0.0000,12925,0.0931,35,0.3137
"21/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,70533.00,0.00,26.30,13.80,19.24,65.75,9.20,"SAT",3,2,4648.00,4295.00,3031.00,41.00,5935.00,33581.00,30.00,10.00,2009.00,694.00,738.00,0.00,15489.00,32.00,"Range-33",4349,0.0643,888,0.7932,2616,0.1369,18,0.0000,5701,0.0000,17260,0.49,50,0.0000,8,0.0000,1616,0.1956,538,0.2248,589,0.2019,3188,0.0000,12925,0.1655,35,-0.0938
"27/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64272.00,0.00,28.60,18.80,22.48,72.50,7.90,"FRI",3,2,3923.00,3548.00,2987.00,66.00,4700.00,31839.00,38.00,6.00,1870.00,582.00,640.00,0.00,14033.00,40.00,"Range-27",4349,-0.1086,888,0.7497,2616,0.1242,18,0.0000,5701,0.0000,27638,0.13,50,0.0000,8,0.0000,1616,0.1358,538,0.0756,589,0.0797,3188,0.0000,12925,0.0790,35,0.1250
"28/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,63821.00,0.00,28.40,19.30,22.64,71.50,7.30,"SAT",3,2,4066.00,3779.00,2834.00,57.00,5324.00,30244.00,28.00,13.00,1899.00,698.00,698.00,0.00,14139.00,42.00,"Range-28",4349,-0.0696,888,0.7650,2616,0.0769,18,0.0000,5701,0.0000,28675,0.05,50,0.0000,8,0.0000,1616,0.1490,538,0.2292,589,0.1562,3188,0.0000,12925,0.0859,35,0.1667
"04/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,61988.00,0.00,29.50,17.70,22.46,67.75,9.20,"FRI",3,2,3614.00,511.00,2537.00,59.00,5123.00,33056.00,48.00,8.00,2128.00,501.00,707.00,0.00,13656.00,40.00,"Range-25",4349,-0.2034,888,-0.7378,2616,-0.0311,18,0.0000,5701,0.0000,25354,0.23,50,0.0000,8,0.0000,1616,0.2406,538,-0.0739,589,0.1669,3188,0.0000,12925,0.0535,35,0.1250
"05/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,68942.00,0.00,29.60,18.10,22.54,67.50,7.40,"SAT",3,2,4477.00,616.00,2983.00,79.00,6398.00,34727.00,48.00,16.00,2377.00,729.00,862.00,0.00,15601.00,29.00,"Range-32",4349,0.0286,888,-0.4416,2616,0.1230,18,0.0000,5701,0.0000,26185,0.25,50,0.0000,8,0.0000,1616,0.3202,538,0.2620,589,0.3167,3188,0.0000,12925,0.1715,35,-0.2069
"11/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,66486.00,0.00,27.30,15.20,22.06,59.25,7.50,"FRI",3,2,4183.00,575.00,2742.00,18.00,5404.00,35600.00,28.00,6.00,2139.00,685.00,605.00,0.00,14459.00,42.00,"Range-29",4349,-0.0397,888,-0.5443,2616,0.0460,18,0.0000,5701,0.0000,20166,0.43,50,0.0000,8,0.0000,1616,0.2445,538,0.2146,589,0.0264,3188,0.0000,12925,0.1061,35,0.1667
"12/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,71670.00,0.00,26.40,18.40,20.72,75.00,1.90,"SAT",3,2,4477.00,571.00,2712.00,41.00,6440.00,37614.00,34.00,19.00,2396.00,737.00,759.00,0.00,15831.00,39.00,"Range-32",4349,0.0286,888,-0.5552,2616,0.0354,18,0.0000,5701,0.0000,26807,0.29,50,0.0000,8,0.0000,1616,0.3255,538,0.2700,589,0.2240,3188,0.0000,12925,0.1836,35,0.1026
"19/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,71362.00,2.60,22.30,15.40,19.12,76.50,2.50,"SAT",3,2,4856.00,571.00,2637.00,44.00,6265.00,37743.00,34.00,6.00,2325.00,727.00,744.00,0.00,15376.00,34.00,"Range-35",4349,0.1044,888,-0.5552,2616,0.0080,18,0.0000,5701,0.0000,20581,0.45,50,0.0000,8,0.0000,1616,0.3049,538,0.2600,589,0.2083,3188,0.0000,12925,0.1594,35,-0.0294
"18/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,62048.00,0.00,27.50,17.10,21.78,72.50,7.90,"FRI",3,2,4021.00,464.00,2452.00,19.00,5238.00,33092.00,48.00,6.00,1992.00,503.00,654.00,0.00,13528.00,31.00,"Range-28",4349,-0.0816,888,-0.9138,2616,-0.0669,18,0.0000,5701,0.0000,24109,0.27,50,0.0000,8,0.0000,1616,0.1888,538,-0.0696,589,0.0994,3188,0.0000,12925,0.0446,35,-0.1290
"25/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,49317.00,0.00,22.80,12.10,17.44,76.75,2.50,"FRI",3,2,4071.00,462.00,2069.00,29.00,6351.00,23798.00,42.00,5.00,1292.00,509.00,609.00,0.00,10042.00,38.00,"Range-29",4349,-0.0683,888,-0.9221,2616,-0.2644,18,0.0000,5701,0.0000,13732,0.42,50,0.0000,8,0.0000,1616,-0.2508,538,-0.0570,589,0.0328,3188,0.0000,12925,-0.2871,35,0.0789
"26/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53929.00,0.00,23.30,14.90,17.80,77.00,5.60,"SAT",3,2,4276.00,540.00,2193.00,22.00,7388.00,25231.00,27.00,15.00,1475.00,656.00,706.00,0.00,11364.00,36.00,"Range-30",4349,-0.0171,888,-0.6444,2616,-0.1929,18,0.0000,5701,0.0000,19543,0.23,50,0.0000,8,0.0000,1616,-0.0956,538,0.1799,589,0.1657,3188,0.0000,12925,-0.1374,35,0.0278
"03/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,71212.00,0.00,16.20,13.60,15.16,92.50,0.00,"FRI",3,2,5512.00,475.00,2818.00,30.00,7263.00,38363.00,39.00,9.00,1487.00,629.00,569.00,0.00,13979.00,39.00,"Range-40",4349,0.2110,888,-0.8695,2616,0.0717,18,0.0000,5701,0.0000,16845,0.56,50,0.0000,8,0.0000,1616,-0.0868,538,0.1447,589,-0.0351,3188,0.0000,12925,0.0754,35,0.1026
"04/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,65852.00,17.60,20.40,14.20,17.22,75.00,1.90,"SAT",3,2,4828.00,434.00,2316.00,40.00,7096.00,35603.00,51.00,4.00,1311.00,519.00,576.00,0.00,13041.00,33.00,"Range-34",4349,0.0992,888,-1.0461,2616,-0.1295,18,0.0000,5701,0.0000,18090,0.49,50,0.0000,8,0.0000,1616,-0.2326,538,-0.0366,589,-0.0226,3188,0.0000,12925,0.0089,35,-0.0606
"10/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,58492.00,0.00,20.70,10.20,15.22,48.00,9.80,"FRI",3,2,3617.00,298.00,2182.00,110.00,6040.00,32095.00,25.00,8.00,1093.00,366.00,511.00,0.00,12101.00,46.00,"Range-25",4349,-0.2024,888,-1.9799,2616,-0.1989,18,0.0000,5701,0.0000,9788,0.70,50,0.0000,8,0.0000,1616,-0.4785,538,-0.4699,589,-0.1526,3188,0.0000,12925,-0.0681,35,0.2391
"11/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,66059.00,0.00,22.80,10.50,14.58,55.50,9.50,"SAT",3,2,4320.00,380.00,2296.00,101.00,7112.00,36598.00,22.00,3.00,1276.00,465.00,598.00,0.00,12854.00,34.00,"Range-30",4349,-0.0067,888,-1.3368,2616,-0.1394,18,0.0000,5701,0.0000,10411,0.72,50,0.0000,8,0.0000,1616,-0.2665,538,-0.1570,589,0.0151,3188,0.0000,12925,-0.0055,35,-0.0294
"17/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,58717.00,0.50,17.40,13.50,15.26,83.75,0.00,"FRI",3,2,4510.00,332.00,2071.00,7.00,5770.00,31770.00,51.00,6.00,990.00,438.00,572.00,0.00,12157.00,43.00,"Range-32",4349,0.0357,888,-1.6747,2616,-0.2632,18,0.0000,5701,0.0000,16637,0.48,50,0.0000,8,0.0000,1616,-0.6323,538,-0.2283,589,-0.0297,3188,0.0000,12925,-0.0632,35,0.1860
"18/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,65589.00,0.10,22.20,13.00,16.68,75.25,7.50,"SAT",3,2,4756.00,408.00,2258.00,1.00,7135.00,35943.00,46.00,9.00,1082.00,545.00,642.00,0.00,12726.00,38.00,"Range-34",4349,0.0856,888,-1.1765,2616,-0.1585,18,0.0000,5701,0.0000,15600,0.57,50,0.0000,8,0.0000,1616,-0.4935,538,0.0128,589,0.0826,3188,0.0000,12925,-0.0156,35,0.0789
"24/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,56046.00,0.00,29.70,17.70,22.74,50.25,4.80,"FRI",3,2,3935.00,328.00,2118.00,5.00,5723.00,31017.00,58.00,9.00,1080.00,309.00,517.00,0.00,10902.00,45.00,"Range-27",4349,-0.1052,888,-1.7073,2616,-0.2351,18,0.0000,5701,0.0000,25354,0.18,50,0.0000,8,0.0000,1616,-0.4963,538,-0.7411,589,-0.1393,3188,0.0000,12925,-0.1856,35,0.2222
"25/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,63060.00,8.80,22.40,16.30,18.06,81.75,0.00,"SAT",3,2,4738.00,368.00,2232.00,4.00,6601.00,34673.00,63.00,6.00,1197.00,456.00,641.00,0.00,12047.00,34.00,"Range-34",4349,0.0821,888,-1.4130,2616,-0.1720,18,0.0000,5701,0.0000,22449,0.35,50,0.0000,8,0.0000,1616,-0.3500,538,-0.1798,589,0.0811,3188,0.0000,12925,-0.0729,35,-0.0294
"31/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,62868.00,0.00,29.80,15.90,22.94,45.50,10.50,"FRI",3,2,4217.00,347.00,2446.00,5.00,6258.00,35234.00,59.00,4.00,1221.00,331.00,472.00,0.00,12233.00,41.00,"Range-30",4349,-0.0313,888,-1.5591,2616,-0.0695,18,0.0000,5701,0.0000,21619,0.39,50,0.0000,8,0.0000,1616,-0.3235,538,-0.6254,589,-0.2479,3188,0.0000,12925,-0.0566,35,0.1463
"01/09/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64201.00,0.00,31.80,17.00,22.18,58.00,0.00,"SAT",3,2,4377.00,369.00,2473.00,6.00,7139.00,34978.00,89.00,7.00,1280.00,498.00,615.00,0.00,12326.00,44.00,"Range-31",4349,0.0064,888,-1.4065,2616,-0.0578,18,0.0000,5701,0.0000,23902,0.32,50,0.0000,8,0.0000,1616,-0.2625,538,-0.0803,589,0.0423,3188,0.0000,12925,-0.0486,35,0.2045
"07/09/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,65279.00,0.00,27.20,11.40,17.78,68.25,9.30,"FRI",3,2,5192.00,308.00,2510.00,4.00,7342.00,34487.00,61.00,2.00,1236.00,602.00,601.00,0.00,12905.00,29.00,"Range-37",4349,0.1624,888,-1.8831,2616,-0.0422,18,0.0000,5701,0.0000,12279,0.64,50,0.0000,8,0.0000,1616,-0.3074,538,0.1063,589,0.0200,3188,0.0000,12925,-0.0015,35,-0.2069
"08/09/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,60168.00,0.00,26.40,12.00,16.98,74.50,7.20,"SAT",3,2,4359.00,323.00,2236.00,1.00,6740.00,32707.00,45.00,0.00,1114.00,439.00,462.00,0.00,11720.00,22.00,"Range-31",4349,0.0023,888,-1.7492,2616,-0.1699,18,0.0000,5701,0.0000,13524,0.59,50,0.0000,8,0.0000,1616,-0.4506,538,-0.2255,589,-0.2749,3188,0.0000,12925,-0.1028,35,-0.5909
"14/09/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,67673.00,6.70,19.00,16.10,17.86,88.50,0.00,"FRI",3,2,4950.00,408.00,2788.00,3.00,6788.00,36638.00,68.00,4.00,1792.00,516.00,592.00,0.00,13096.00,30.00,"Range-35",4349,0.1214,888,-1.1765,2616,0.0617,18,0.0000,5701,0.0000,22034,0.40,50,0.0000,8,0.0000,1616,0.0982,538,-0.0426,589,0.0051,3188,0.0000,12925,0.0131,35,-0.1667
"15/09/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,67778.00,10.00,23.40,16.00,18.12,79.75,0.00,"SAT",3,2,5098.00,428.00,2578.00,8.00,7242.00,36282.00,58.00,8.00,1866.00,550.00,593.00,0.00,13042.00,25.00,"Range-37",4349,0.1469,888,-1.0748,2616,-0.0147,18,0.0000,5701,0.0000,21826,0.40,50,0.0000,8,0.0000,1616,0.1340,538,0.0218,589,0.0067,3188,0.0000,12925,0.0090,35,-0.4000
"22/09/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,62111.00,0.00,28.80,15.90,21.44,63.75,0.00,"SAT",3,2,4429.00,377.00,2407.00,4.00,6355.00,33744.00,47.00,4.00,1860.00,483.00,515.00,0.00,11855.00,31.00,"Range-31",4349,0.0181,888,-1.3554,2616,-0.0868,18,0.0000,5701,0.0000,21619,0.36,50,0.0000,8,0.0000,1616,0.1312,538,-0.1139,589,-0.1437,3188,0.0000,12925,-0.0903,35,-0.1290
"21/09/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,57290.00,7.10,27.70,17.40,20.82,78.25,0.00,"FRI",3,2,3901.00,310.00,2271.00,8.00,5119.00,31837.00,33.00,4.00,1512.00,423.00,520.00,0.00,11325.00,27.00,"Range-27",4349,-0.1148,888,-1.8645,2616,-0.1519,18,0.0000,5701,0.0000,24732,0.22,50,0.0000,8,0.0000,1616,-0.0688,538,-0.2719,589,-0.1327,3188,0.0000,12925,-0.1413,35,-0.2963
"28/09/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,73227.00,11.10,22.20,18.80,20.24,87.00,0.00,"FRI",3,2,4542.00,321.00,3100.00,0.00,4757.00,33094.00,74.00,5.00,1672.00,405.00,438.00,13292.00,11508.00,19.00,"Range-32",4349,0.0425,888,-1.7664,2616,0.1561,18,0.0000,5701,0.0000,27638,0.16,50,0.0000,8,0.0000,1616,0.0335,538,-0.3284,589,-0.3447,3188,0.0000,12925,-0.1231,35,-0.8421
"29/09/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,74611.00,0.00,28.20,18.40,21.92,78.25,0.00,"SAT",3,2,4856.00,322.00,3143.00,1.00,5611.00,33280.00,50.00,9.00,1978.00,498.00,524.00,11658.00,12649.00,32.00,"Range-35",4349,0.1044,888,-1.7578,2616,0.1677,18,0.0000,5701,0.0000,26807,0.19,50,0.0000,8,0.0000,1616,0.1830,538,-0.0803,589,-0.1240,3188,0.0000,12925,-0.0218,35,-0.0938
"05/10/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,65033.00,0.00,18.60,13.80,15.68,89.00,0.00,"FRI",3,2,4291.00,338.00,2606.00,3.00,6256.00,36868.00,62.00,6.00,1686.00,448.00,464.00,0.00,11988.00,17.00,"Range-30",4349,-0.0135,888,-1.6272,2616,-0.0038,18,0.0000,5701,0.0000,17260,0.53,50,0.0000,8,0.0000,1616,0.0415,538,-0.2009,589,-0.2694,3188,0.0000,12925,-0.0782,35,-1.0588
"06/10/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,71871.00,0.00,17.80,13.80,16.06,82.00,0.00,"SAT",3,2,5257.00,343.00,2670.00,2.00,7202.00,39531.00,59.00,8.00,1949.00,596.00,561.00,0.00,13672.00,21.00,"Range-38",4349,0.1727,888,-1.5889,2616,0.0202,18,0.0000,5701,0.0000,17260,0.56,50,0.0000,8,0.0000,1616,0.1709,538,0.0973,589,-0.0499,3188,0.0000,12925,0.0546,35,-0.6667
"12/10/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,65808.00,1.00,27.30,18.20,21.50,87.00,0.00,"FRI",3,2,4623.00,356.00,2738.00,3.00,6617.00,34922.00,85.00,4.00,1700.00,615.00,631.00,1350.00,12132.00,32.00,"Range-33",4349,0.0593,888,-1.4944,2616,0.0446,18,0.0000,5701,0.0000,26392,0.24,50,0.0000,8,0.0000,1616,0.0494,538,0.1252,589,0.0666,3188,0.0000,12925,-0.0654,35,-0.0938
"13/10/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,61778.00,0.00,30.40,18.90,23.30,85.00,0.00,"SAT",3,2,4277.00,371.00,2500.00,1.00,6268.00,32639.00,59.00,4.00,1610.00,400.00,464.00,923.00,12237.00,25.00,"Range-30",4349,-0.0168,888,-1.3935,2616,-0.0464,18,0.0000,5701,0.0000,27845,0.15,50,0.0000,8,0.0000,1616,-0.0037,538,-0.3450,589,-0.2694,3188,0.0000,12925,-0.0562,35,-0.4000
"20/10/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,62561.00,0.30,21.90,14.40,16.92,66.00,0.00,"SAT",3,2,4624.00,347.00,2581.00,5.00,6757.00,33240.00,78.00,14.00,1906.00,547.00,508.00,0.00,11926.00,28.00,"Range-33",4349,0.0595,888,-1.5591,2616,-0.0136,18,0.0000,5701,0.0000,18505,0.44,50,0.0000,8,0.0000,1616,0.1522,538,0.0165,589,-0.1594,3188,0.0000,12925,-0.0838,35,-0.2500
"19/10/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,58717.00,4.90,21.10,17.10,18.78,85.00,0.00,"FRI",3,2,3908.00,309.00,2369.00,1.00,5320.00,33162.00,73.00,11.00,1546.00,347.00,408.00,0.00,11236.00,27.00,"Range-27",4349,-0.1128,888,-1.8738,2616,-0.1043,18,0.0000,5701,0.0000,24109,0.27,50,0.0000,8,0.0000,1616,-0.0453,538,-0.5504,589,-0.4436,3188,0.0000,12925,-0.1503,35,-0.2963
"26/10/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,67732.00,5.70,25.40,17.50,21.00,85.50,1.10,"FRI",3,2,4526.00,224.00,3621.00,4.00,4664.00,30130.00,79.00,6.00,1326.00,372.00,391.00,11379.00,10988.00,22.00,"Range-32",4349,0.0391,888,-2.9643,2616,0.2775,18,0.0000,5701,0.0000,24939,0.17,50,0.0000,8,0.0000,1616,-0.2187,538,-0.4462,589,-0.5064,3188,0.0000,12925,-0.1763,35,-0.5909
"27/10/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,69476.00,0.80,25.60,19.30,21.30,85.00,4.90,"SAT",3,2,4688.00,320.00,3691.00,5.00,5520.00,29673.00,54.00,3.00,1441.00,506.00,468.00,12015.00,11068.00,24.00,"Range-33",4349,0.0723,888,-1.7750,2616,0.2912,18,0.0000,5701,0.0000,28675,0.03,50,0.0000,8,0.0000,1616,-0.1214,538,-0.0632,589,-0.2585,3188,0.0000,12925,-0.1678,35,-0.4583
"02/11/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,71139.00,0.00,27.20,18.20,21.40,76.25,3.60,"FRI",3,2,5542.00,348.00,2971.00,8.00,7212.00,38547.00,71.00,14.00,1793.00,607.00,550.00,3.00,13438.00,35.00,"Range-40",4349,0.2153,888,-1.5517,2616,0.1195,18,0.0000,5701,0.0000,26392,0.32,50,0.0000,8,0.0000,1616,0.0987,538,0.1137,589,-0.0709,3188,0.0000,12925,0.0382,35,0.0000
